state_name,industry_name,YEAR,firms_01: Total,firms_02: <5,firms_03: 5-9,firms_04: 10-19,firms_05: <20,firms_06: 20-99,firms_07: 100-499,firms_08: <500,firms_09: 500+,establishments_01: Total,establishments_02: <5,establishments_03: 5-9,establishments_04: 10-19,establishments_05: <20,establishments_06: 20-99,establishments_07: 100-499,establishments_08: <500,establishments_09: 500+,employment_01: Total,employment_02: <5,employment_03: 5-9,employment_04: 10-19,employment_05: <20,employment_06: 20-99,employment_07: 100-499,employment_08: <500,employment_09: 500+,annual_payroll_01: Total,annual_payroll_02: <5,annual_payroll_03: 5-9,annual_payroll_04: 10-19,annual_payroll_05: <20,annual_payroll_06: 20-99,annual_payroll_07: 100-499,annual_payroll_08: <500,annual_payroll_09: 500+
Alaska,Construction,2017,12042,8412,1845,881,11193,500,56,11833,187,12305,8413,1845,892,11205,542,72,11920,355,83660,12030,11978,11621,36175,16723,4750,61770,21056,7180035000,868353000,818821000,992529000,2720830000,1461506000,423138000,4941030000,2149374000
Alaska,Educational Services,2017,1236,604,195,142,971,138,34,1183,38,1413,604,195,146,976,160,153,1338,58,15366,833,1261,1734,4014,4704,2823,13462,1393,432819000,25466000,29736000,34585000,97411000,120302000,75813000,352590000,61698000
Alaska,Finance and Insurance,2017,2182,1124,325,69,1568,120,71,1801,346,3961,1124,330,74,1578,226,355,2271,1467,36565,1950,2011,818,5126,3037,5847,16813,16352,2613995000,103639000,125214000,55729000,308389000,175247000,375069000,1096946000,1256718000
Alaska,Health Care and Social Assistance,2017,10928,4995,2586,1531,9164,1013,334,10577,315,13490,5005,2591,1591,9239,1505,742,11598,1821,257236,8695,17338,20133,46614,35728,52117,137454,111667,14930893000,612410000,877188000,1292350000,2802846000,1987625000,2636837000,7554896000,7107826000
Alaska,Information,2017,1033,408,158,87,709,92,39,887,103,2034,408,158,89,711,181,170,1123,824,33651,695,1046,965,3229,2824,2856,11961,20010,2174437000,38600000,33808000,46170000,137025000,139848000,180365000,539993000,1589088000
Alaska,Management of Companies and Enterprises,2017,668,49,29,25,105,130,154,391,277,915,49,29,25,105,135,183,425,490,30030,48,153,140,345,1670,5198,7220,22810,3137445000,3805000,11248000,13065000,28295000,114315000,343697000,487545000,2649900000
Alaska,Manufacturing,2017,2103,1063,249,186,1713,115,30,1942,84,2459,1063,250,193,1724,136,70,2020,288,59250,1714,1599,2603,7406,4024,4920,19001,37906,2629450000,105909000,64478000,139521000,377308000,210917000,270986000,995341000,1507163000
Alaska,"Mining, Quarrying, and Oil and Gas Extraction",2017,594,220,59,36,344,63,39,477,112,727,220,59,36,344,68,45,488,234,46734,237,375,429,1308,2134,3461,9134,29806,5521726000,35449000,61218000,49387000,175995000,242231000,337085000,1132802000,3023569000
Alaska,Other,2017,26,25,0,0,26,0,0,26,0,26,25,0,0,26,0,0,26,0,28,18,0,0,28,0,0,28,0,444000,404000,0,0,444000,0,0,444000,0
Alaska,Other Services (except Public Administration),2017,8416,5108,1778,753,7689,376,74,8201,181,9169,5118,1780,811,7761,560,328,8849,264,50091,9302,11306,9812,30793,11116,1786,46333,2954,1817106000,313008000,381553000,366967000,1080967000,395501000,83691000,1662476000,123825000
Alaska,"Professional, Scientific, and Technical Services",2017,8677,5675,922,667,7338,442,198,8054,598,9764,5675,926,692,7368,580,270,8332,1351,91701,8652,6047,8588,23828,12528,12161,50880,38231,6799137000,522259000,360418000,606409000,1518387000,1040048000,800569000,3501795000,3124589000
Alaska,Real Estate and Rental and Leasing,2017,4268,3131,440,203,3816,158,59,4085,160,4761,3136,445,243,3874,239,165,4395,315,22432,4175,2664,2355,9480,3731,3044,18365,3355,1120848000,186421000,119297000,98686000,415905000,174970000,150177000,848061000,223472000
Alaska,Retail Trade,2017,9371,4640,1780,1183,7703,813,95,8748,537,12443,4670,1850,1366,8018,1267,218,9836,2312,167580,7598,11773,14818,35111,22062,7295,68007,86677,5481484000,295748000,357439000,460854000,1142761000,805096000,292374000,2365301000,2631636000
Alaska,Total,2017,17147,10302,2917,1737,14956,1225,321,16502,645,21279,10331,2958,1885,15174,1913,1101,18188,3091,262075,14976,19178,23009,57163,43284,36824,137271,124804,15007844000,866742000,842335000,1137743000,2846820000,2170710000,1957463000,6974993000,8032851000
Alaska,Transportation and Warehousing,2017,4600,2800,494,308,3685,258,149,4194,358,5861,2825,494,308,3710,439,388,4684,1062,78346,3161,3116,3961,11251,8590,8885,32401,39680,5230508000,279676000,148783000,241461000,719782000,570429000,483449000,1996906000,2940932000
Alaska,Utilities,2017,293,64,42,61,170,60,30,272,11,517,64,42,82,191,96,125,438,45,9379,137,277,686,1115,1989,3989,8525,630,872624000,5229000,15671000,39795000,61970000,188748000,388884000,780069000,70436000
Alaska,Wholesale Trade,2017,2705,927,264,151,1489,259,124,2049,574,3706,932,273,166,1539,353,224,2329,1251,41668,1477,1747,2043,6426,6737,4096,20648,18358,2683494000,94314000,93985000,120269000,376256000,417580000,261431000,1245641000,1258355000
Arizona,Accommodation and Food Services,2017,44765,13504,8462,9215,31188,10803,1395,43403,1351,65210,13575,8483,9305,31370,12275,5739,49405,15782,1495835,21555,57444,126705,205750,407253,218500,832365,662869,29090010000,811265000,949646000,2028590000,3790620000,7166954000,4043939000,15021205000,14057343000
Arizona,Administrative and Support and Waste Management and Remediation Services,2017,37450,22119,5330,3246,30729,3387,1241,35392,2039,43555,22124,5330,3301,30789,3613,1446,35888,7632,1342845,33506,34621,43670,112090,127569,171876,413276,928749,45954045000,1506519000,1133227000,1446242000,4096988000,4365389000,5730042000,14265677000,31647615000
Arizona,"Agriculture, Forestry, Fishing and Hunting",2017,1105,737,138,73,972,92,12,1090,12,1130,737,138,73,972,92,24,1105,20,9424,1054,870,955,3005,3503,0,8629,636,321887000,50071000,31130000,36690000,121964000,115339000,0,296562000,20260000
Arizona,"Arts, Entertainment, and Recreation",2017,8768,4808,1081,944,6885,1150,389,8491,249,10466,4808,1081,944,6885,1220,813,9103,1302,240983,6319,7223,12542,26459,44604,63645,140924,92665,8056996000,269260000,177316000,276107000,733788000,839653000,2929526000,4633704000,2525240000
Arizona,Construction,2017,61122,36025,10634,6584,53251,5822,1258,60344,767,61900,36025,10639,6588,53260,5898,1459,60630,1255,743570,57560,70108,88838,216570,229366,160585,609830,128345,39957000000,2483310000,2795720000,3937640000,9220390000,11250016000,9203196000,29925095000,9656742000
Arizona,Educational Services,2017,9605,4500,1291,1297,7108,1679,457,9269,323,10930,4508,1291,1307,7126,1831,686,9680,1230,301890,6281,8560,17498,32622,70660,56734,161067,139313,11515860000,273521000,194961000,463267000,937992000,2157124000,1993801000,5168062000,6271979000
Arizona,Finance and Insurance,2017,26830,19045,2845,926,22841,898,823,24594,2224,48608,19056,2862,1019,22962,1431,2467,26892,21704,824039,30043,18154,11681,60131,28071,50674,140291,654422,59901401000,1495173000,940336000,840437000,3291634000,2202852000,3486522000,9129382000,48254022000
Arizona,Health Care and Social Assistance,2017,71100,38935,13190,8422,60560,6597,2019,69200,1887,94304,38990,13292,8825,61120,9477,5945,76615,17496,1857263,60320,88402,111614,260445,254748,318462,835462,1020898,92509410000,4087845000,3838083000,4792625000,12722408000,10563078000,12661274000,36028051000,56427149000
Arizona,Information,2017,7390,3796,759,525,5130,756,416,6347,1036,12595,3796,764,545,5155,1020,718,6946,5640,273242,5479,4861,6728,17468,26735,28895,74734,195810,18142258000,314850000,244998000,363673000,939401000,1630911000,1895330000,4550304000,13452946000
Arizona,Management of Companies and Enterprises,2017,3362,334,40,125,500,500,831,1831,1531,5009,334,40,125,500,504,900,1904,3105,298670,386,270,1035,1695,7160,28080,36935,261735,22015286000,36461000,15240000,66855000,118710000,442651000,1763865000,2325226000,19690060000
Arizona,Manufacturing,2017,20419,7861,3088,2627,14145,3171,929,18778,1326,21453,7861,3096,2640,14170,3283,1097,19092,2020,709909,14090,20896,35111,74352,122441,95137,324519,345380,43214649000,622699000,788020000,1391135000,2993093000,5661195000,4627386000,14759001000,26004553000
Arizona,"Mining, Quarrying, and Oil and Gas Extraction",2017,740,239,118,76,466,90,39,623,111,1010,239,118,76,466,107,45,648,354,53377,353,748,1083,2434,3051,1610,7638,45484,3437727000,28690000,46250000,49159000,158660000,209885000,151825000,558596000,2854768000
Arizona,Other,2017,136,127,6,0,135,0,0,136,0,136,127,6,0,135,0,0,136,0,224,140,36,0,199,0,0,224,0,7521000,3744000,2321000,0,6628000,0,0,7521000,0
Arizona,Other Services (except Public Administration),2017,51775,31981,9582,5145,46735,3491,793,51070,649,58069,32021,9647,5419,47119,4932,2269,54439,3303,449981,55807,62345,68115,186491,118747,72241,382621,60229,14528680000,1697563000,1763127000,1917995000,5385245000,3363639000,2349847000,11267550000,3015292000
Arizona,"Professional, Scientific, and Technical Services",2017,83666,62377,8743,4817,75986,4088,1329,81461,2173,90925,62385,8764,4910,76110,4775,1819,82775,8088,749175,82380,56463,62496,201900,133798,71139,408830,332565,54546670000,5051070000,3117684000,3718343000,11914750000,9133371000,5174523000,26352815000,27658721000
Arizona,Real Estate and Rental and Leasing,2017,39656,32474,3156,1325,36961,1131,572,38696,954,49505,32489,3200,1443,37138,1862,1771,40903,8595,249571,36864,19970,16657,73537,33363,34812,142533,105013,12673219000,1927007000,810181000,768243000,3506809000,1582382000,2179235000,7302262000,5307889000
Arizona,Retail Trade,2017,49686,27140,9708,5380,42250,3824,1123,47276,2367,89655,27211,9941,6109,43285,6389,3634,53530,35580,1561403,47265,64830,69194,181442,131850,95886,412552,1135135,46532261000,1591010000,1671553000,2003893000,5271209000,4625735000,4341672000,14390224000,31815240000
Arizona,Total,2017,109780,65667,16809,10961,93437,10221,2843,106501,3279,143306,65744,16941,11431,94116,12901,7059,114076,29230,2448538,98766,110939,146156,355861,379903,329956,1065720,1382818,113490959000,4780400000,4067837000,5380219000,14228456000,14625751000,14328240000,43182447000,70308512000
Arizona,Transportation and Warehousing,2017,14598,7651,1781,1448,10951,1499,661,13190,1355,17153,7656,1788,1469,10987,1642,883,13616,3449,464700,10873,11544,19437,42482,48788,39912,136591,319084,22909974000,439293000,421729000,731214000,1625978000,1880096000,1589583000,5284760000,17180027000
Arizona,Utilities,2017,807,390,117,49,559,30,63,671,123,1439,390,117,54,564,73,189,845,575,56040,829,707,567,2144,1575,8007,12352,19956,5780834000,24776000,29419000,26441000,84798000,123376000,647634000,902992000,2183114000
Arizona,Wholesale Trade,2017,26956,13521,3571,2347,19514,3082,1513,24193,2719,32700,13526,3591,2442,19634,3500,2197,25435,7155,478545,21437,23231,29671,75175,88568,65753,234830,233854,31242580000,1123109000,1211423000,1711748000,4087052000,4936105000,3767390000,13058925000,17662735000
Arkansas,Accommodation and Food Services,2017,22654,7545,4037,4502,16096,5211,599,21924,723,29845,7560,4082,4542,16200,6128,2281,24635,5203,535130,11415,27313,62844,101690,181801,74980,359585,175494,8123820000,364955000,377876000,878013000,1622405000,2720149000,1025581000,5383505000,2739671000
Arkansas,Administrative and Support and Waste Management and Remediation Services,2017,12000,6744,1891,939,9645,1098,327,11144,835,14083,6749,1891,952,9665,1230,489,11479,2576,310908,11092,12594,12882,37277,39290,37391,119827,185872,8213901000,387669000,410711000,404535000,1233214000,1183435000,1006135000,3594448000,4418348000
Arkansas,"Agriculture, Forestry, Fishing and Hunting",2017,3193,1764,844,268,2900,171,26,3127,48,3302,1764,844,280,2913,171,26,3142,116,25149,2950,5655,3510,12275,5645,3051,21829,1631,1059503000,138085000,251613000,159485000,556412000,184991000,86808000,853453000,102205000
Arkansas,"Arts, Entertainment, and Recreation",2017,3852,2264,586,393,3288,391,68,3778,68,3988,2264,586,393,3288,424,96,3839,122,48550,3709,3901,5350,13349,14073,9026,40805,3560,1010375000,92067000,78667000,100493000,281602000,283091000,174219000,829593000,84820000
Arkansas,Construction,2017,26964,16650,4684,2875,24220,2213,188,26678,263,27195,16655,4684,2875,24225,2246,226,26765,405,234110,27020,31013,38786,96955,78332,23580,204160,26642,11007390000,977770000,1109570000,1653075000,3745115000,3698789000,1261447000,8988410000,1791705000
Arkansas,Educational Services,2017,2884,1441,418,302,2185,415,130,2781,85,3126,1441,418,314,2200,475,215,2941,155,79476,2210,2774,3915,9141,17541,25395,54881,24214,1906190000,53897000,60114000,80180000,201987000,433882000,679317000,1383955000,503449000
Arkansas,Finance and Insurance,2017,12548,8526,1585,448,10595,642,345,11637,903,22229,8531,1605,588,10760,1913,2389,15165,7053,187804,14347,9983,5948,30661,20925,28626,83626,102396,11773693000,574766000,434964000,314687000,1348125000,1082336000,1630607000,4379595000,7162539000
Arkansas,Health Care and Social Assistance,2017,29997,14705,5821,3636,24186,3304,1414,28955,1012,39424,14720,5858,3806,24408,5115,3779,33363,5993,897102,24271,39163,47890,111561,141891,185832,442318,452353,40167622000,1587079000,1630423000,1930732000,5155404000,5043261000,6147184000,16477036000,23521951000
Arkansas,Information,2017,2692,1078,341,284,1745,314,98,2213,461,5740,1078,341,305,1770,478,313,2661,3060,116357,1869,2322,3672,8163,10135,3219,25516,86453,7058807000,72784000,82230000,148350000,317434000,486011000,219758000,1413880000,5559558000
Arkansas,Management of Companies and Enterprises,2017,1489,69,15,44,129,321,415,868,620,5800,69,15,49,134,335,453,925,4874,200330,77,100,209,389,3765,11387,15680,183581,19340875000,6066000,9250000,9258000,24723000,178555000,594418000,808345000,18477131000
Arkansas,Manufacturing,2017,11362,3539,1601,1418,7003,1644,531,9725,1356,12586,3539,1601,1430,7015,1857,633,10080,2161,732181,6759,10588,18771,39128,63647,53012,188745,491194,33287210000,250893000,338037000,689285000,1406328000,2499483000,2479525000,7946242000,22611779000
Arkansas,"Mining, Quarrying, and Oil and Gas Extraction",2017,1380,644,211,120,994,126,23,1176,199,1603,644,211,120,994,136,32,1198,400,20766,1076,1337,1623,4150,3325,971,10124,10130,1340734000,47193000,63153000,78878000,193831000,178851000,70592000,576030000,723968000
Arkansas,Other,2017,64,58,4,0,64,0,0,64,0,64,58,4,0,64,0,0,64,0,109,56,22,0,109,0,0,109,0,2946000,2637000,226000,0,2946000,0,0,2946000,0
Arkansas,Other Services (except Public Administration),2017,32155,20968,6228,2613,29849,1626,241,31803,314,33861,20968,6273,2806,30087,2135,405,32834,921,207524,39069,39935,33891,113252,54851,20657,194354,12197,5277327000,924929000,986019000,873507000,2794254000,1252351000,534483000,4766774000,479488000
Arkansas,"Professional, Scientific, and Technical Services",2017,27364,19399,3723,1813,24985,1165,363,26566,768,29620,19399,3727,1916,25095,1622,911,27775,1754,188018,28137,23883,24113,76618,36398,23411,139423,46274,10408113000,1445833000,1055374000,1120181000,3647568000,2095974000,1351925000,7251708000,3032400000
Arkansas,Real Estate and Rental and Leasing,2017,12065,9503,1058,396,10996,435,206,11691,353,15395,9515,1063,472,11098,776,721,12711,2645,63757,13821,6403,4985,25566,13095,5535,45952,16948,2385750000,428825000,197978000,199682000,843770000,518531000,226571000,1661820000,665680000
Arkansas,Retail Trade,2017,34032,17892,7586,3701,29224,2618,502,32462,1528,54595,17942,7766,4032,29787,4629,2207,36927,17277,676245,34058,50092,47316,131953,89019,38411,264428,395491,17623576000,848489000,1219376000,1357409000,3435249000,2986113000,1131194000,7710154000,9488707000
Arkansas,Total,2017,50929,28934,8852,5262,43048,4815,1226,49089,1840,66786,28975,8933,5545,43453,6769,3744,53966,12820,1030593,48340,58136,70141,176617,175953,138110,490680,539913,42305514000,1817823000,1849778000,2303935000,5971536000,5948617000,5212081000,17132234000,25173280000
Arkansas,Transportation and Warehousing,2017,10155,5856,1331,821,8083,806,277,9273,856,12318,5913,1334,831,8155,888,364,9544,2720,258817,9224,8680,10567,29006,28548,17464,77780,164791,11854392000,371380000,312432000,397738000,1099587000,1142678000,794395000,3144257000,8071573000
Arkansas,Utilities,2017,671,370,75,22,469,65,37,580,80,1643,370,75,22,469,135,152,765,847,35542,860,450,312,1642,2990,6752,11591,20925,3214966000,27220000,14075000,12094000,54355000,190710000,504815000,768066000,2145664000
Arkansas,Wholesale Trade,2017,12895,5035,1687,1319,8169,1884,841,11027,1806,16879,5040,1700,1414,8284,2389,1578,12407,4370,251280,8532,10626,16789,37169,52403,36065,133279,111326,12845873000,412153000,458804000,826048000,1749275000,2691486000,1919055000,6780787000,5703724000
California,Accommodation and Food Services,2017,338315,116167,69322,72374,257863,70538,7182,335596,2705,448060,116530,69715,73500,259745,85941,27622,373340,74642,8677890,185565,465400,985125,1636090,2632456,1169522,5439520,3237296,195141715000,6499155000,8228985000,18474855000,33202995000,56690242000,25878162000,115815870000,79289369000
California,Administrative and Support and Waste Management and Remediation Services,2017,192219,117162,28577,18157,163900,18680,5598,188197,4006,226540,117354,28757,18504,164619,20561,7984,193193,33325,7813985,184660,188408,245007,618105,720153,841898,2181873,5630692,385897435000,9609821000,7376735000,10055956000,27044251000,30617137000,34389051000,92135847000,293694798000
California,"Agriculture, Forestry, Fishing and Hunting",2017,9832,6269,1437,889,8620,854,196,9697,109,10070,6269,1442,889,8625,905,288,9850,178,144271,9130,9462,11740,30516,36419,29029,96766,44634,5979282000,702928000,465788000,615862000,1791767000,1647819000,1007963000,4493562000,1344206000
California,"Arts, Entertainment, and Recreation",2017,124022,96635,9968,6969,113586,7722,1815,123133,873,132255,96660,10008,7133,113815,8595,3175,125600,6621,1711690,87510,64255,92356,244305,305790,300155,851705,845955,89076455000,26461890000,3711070000,3748720000,33938250000,8473020000,15681139000,58149065000,30309706000
California,Construction,2017,368429,236005,60346,36531,332882,29499,4528,366909,1501,373610,236005,60380,36560,332945,30020,6105,369070,4515,3774280,369115,397345,491995,1258455,1137135,740695,3136285,634564,250476830000,19309955000,18885415000,26860080000,65055450000,75101925000,54855970000,195013345000,55161765000
California,Educational Services,2017,64925,31765,10206,8551,50524,10605,2727,63866,1055,72770,31825,10288,8720,50835,12266,4594,67710,5048,2129230,48460,68191,115630,232295,418538,448454,1100015,1027400,88948270000,2139955000,1748654000,2981790000,6870585000,15005797000,20441296000,42335410000,46549938000
California,Finance and Insurance,2017,147427,107047,18510,7601,133169,7161,2999,143353,4064,256082,107110,18784,8321,134227,11334,13132,158722,97349,3087912,176925,117924,99170,394299,255213,346985,997213,2089640,364642203000,11045615000,8156734000,9689019000,28945224000,30957160000,39985459000,100001431000,264539596000
California,Health Care and Social Assistance,2017,468572,269650,97747,50405,417810,36096,10100,464015,4547,568545,270025,98632,53040,421705,52062,32981,506776,61754,10056790,461710,642542,662245,1766545,1387379,1510305,4664865,5388857,600576795000,29504830000,27878430000,28964500000,86350820000,59203949000,66595095000,212174137000,388211230000
California,Information,2017,89557,59733,9531,6509,75776,7540,3244,86578,2970,125810,59824,9639,6812,76278,9115,5907,91320,34475,3302795,70313,62397,86292,219029,292615,423732,939025,2363083,527787800000,10668230000,4915400000,7688248000,23273216000,28132750000,50696106000,102493815000,425261159000
California,Management of Companies and Enterprises,2017,16050,1271,368,598,2241,3223,4734,10198,5852,27135,1275,373,603,2255,3355,5085,10695,16440,1771560,1490,1675,3854,7055,44785,173055,224895,1546665,244444140000,266965000,131281000,387157000,787790000,3842640000,14761125000,19391555000,225052585000
California,Manufacturing,2017,179157,75083,32538,25527,133471,30005,8030,171866,7039,189234,75136,32578,25676,133713,31178,9669,174939,13998,5784164,136924,217071,345942,703026,1169938,1084920,2990315,2737407,391854801000,6776956000,9070581000,15499495000,31494540000,60983151000,63639792000,158093215000,230352945000
California,"Mining, Quarrying, and Oil and Gas Extraction",2017,2472,1017,370,265,1677,357,96,2154,306,3364,1017,378,270,1690,380,172,2266,1082,88848,1662,2454,3343,7699,12332,11903,33950,54558,7747968000,115204000,158257000,245123000,532299000,1068494000,857172000,2611279000,5114972000
California,Other,2017,1167,1075,65,17,1157,10,0,1167,0,1167,1075,65,17,1157,10,0,1167,0,2131,1179,394,242,1815,316,0,2131,0,63183000,35698000,8757000,4101000,48556000,14627000,0,63183000,0
California,Other Services (except Public Administration),2017,344461,221750,63725,31964,317446,22079,3299,342833,1608,380005,221935,64428,33728,320100,28364,8952,357435,22279,2947630,390443,412826,423458,1226810,773036,388098,2388865,550465,101914665000,12543319000,12440536000,13636487000,38647110000,26875517000,15021736000,80579610000,20753578000
